joint,x,y,z
6,-234.21777,181.62836,1665.2932
7,343.8123,-24.815704,1494.6016
8,151.79338,41.16637,1764.6511
9,66.17021,-148.37775,1767.0706
10,226.37459,-146.90831,1716.384
11,17.933453,-527.10657,1769.343
12,256.16287,-520.70734,1704.6055
13,20.395882,-860.20575,1879.7958
14,263.5288,-834.93225,1851.5636
0,146.35623,461.0924,1780.3882
1,156.16235,228.02283,1787.8566
2,31.460823,226.24863,1827.8517
3,280.8639,229.79701,1747.8615
4,-109.98937,46.167862,1886.7572
5,336.4575,10.560104,1747.5599
6,-230.28046,196.8997,1664.7441
7,349.86868,-33.77322,1492.0817
8,151.3218,39.798244,1764.4143
9,66.33492,-149.56662,1766.6771
10,226.62755,-147.28606,1715.267
11,18.129486,-527.31055,1767.8009
12,255.54196,-520.51447,1704.2206
13,19.436853,-858.09393,1878.9498
14,262.75513,-839.77515,1851.3816
0,145.98343,461.37405,1781.2595
1,154.81004,228.02838,1788.2926
2,30.57806,225.76181,1828.4219
3,279.04202,230.29495,1748.1633
4,-117.161316,49.70688,1888.9176
5,336.8654,9.78862,1749.3632
6,-225.11237,203.5586,1667.5114
7,342.20438,-39.44531,1496.1989
8,150.50073,39.62006,1764.3102
9,65.99899,-150.25134,1766.2314
10,226.38387,-147.32518,1714.4241
11,17.43235,-528.58594,1767.5099
12,254.67537,-520.9096,1704.6273
13,18.182064,-859.2118,1879.62
14,261.99005,-843.933,1850.347
0,145.15468,461.26398,1781.592
1,153.1291,226.55806,1789.5873
2,28.081799,223.69618,1830.5419
3,278.17642,229.41992,1748.6327
4,-127.48532,53.47258,1890.0002
5,336.62326,9.127029,1750.9808
6,-213.79672,198.31662,1667.931
7,337.53586,-47.001125,1496.5948
8,149.37112,38.61317,1764.9795
9,65.340195,-151.16887,1766.6621
10,225.8861,-147.49457,1714.0813
11,16.357494,-528.95886,1767.267
12,254.7665,-522.3136,1703.9471
13,17.090431,-861.235,1880.3403
14,253.96666,-847.20526,1849.8868
0,144.15718,460.97528,1781.7913
1,149.97403,225.75824,1792.9524
2,24.352167,221.60841,1834.8097
3,275.5959,229.90808,1751.0951
4,-131.80649,55.238815,1892.1298
5,333.91052,7.9364624,1756.5084
6,-209.58322,197.10458,1664.6146
7,337.84753,-50.409473,1501.1124
8,147.47902,38.103996,1766.8597
9,64.906044,-152.19559,1767.4491
10,225.06198,-146.90494,1714.0851
11,17.19888,-530.9213,1765.7843
12,253.16531,-522.5919,1705.2769
13,19.434353,-863.3757,1884.631
14,252.98422,-849.56683,1850.2715
0,142.85434,460.1012,1782.3424
1,149.58858,226.44943,1794.4364
2,24.01426,222.34071,1836.6235
3,275.1629,230.55817,1752.2493
4,-134.29434,55.264847,1894.476
5,330.6249,7.546524,1760.0042
6,-203.62167,181.8293,1665.4064
7,340.35712,-49.868893,1500.9504
8,146.82304,38.597908,1767.909
9,64.09683,-151.8699,1768.2448
10,224.01819,-146.63734,1714.5187
11,28.215252,-530.1664,1784.1805
12,252.09795,-522.3805,1706.4362
13,18.506548,-863.36884,1884.0529
14,252.71161,-848.3888,1854.5358
0,142.42337,459.15717,1782.5103
1,149.33649,226.64822,1796.105
2,23.573645,222.49022,1838.5255
3,275.09933,230.80623,1753.6844
4,-135.84207,54.92534,1893.8999
5,329.43433,6.066559,1766.9131
6,-197.4846,170.788,1666.5896
7,337.1585,-53.710953,1501.1796
8,146.39767,38.9102,1768.9905
9,63.749805,-151.46318,1768.7623
10,223.16791,-146.19246,1714.9896
11,24.021221,-530.4502,1775.6007
12,251.6038,-522.05286,1708.453
13,12.238714,-862.4601,1880.285
14,252.46623,-846.7345,1859.2355
0,141.83362,458.58386,1782.6827
1,148.736,225.9505,1797.4186
2,22.764738,221.3716,1840.7391
3,274.70724,230.5294,1754.098
4,-134.19888,51.898148,1893.0151
5,327.89847,5.308853,1773.5618
6,-191.65181,162.02231,1663.2074
7,335.7692,-51.900898,1509.3835
8,145.94116,38.339157,1769.4613
9,63.444515,-152.16925,1768.9128
10,222.84814,-146.37512,1714.0952
11,21.698135,-530.40344,1772.6127
12,250.69786,-525.3118,1711.7999
13,11.490576,-864.24084,1879.7823
14,254.63358,-849.8307,1862.3971
0,141.49213,458.3864,1783.1299
1,148.25804,225.74046,1797.5995
2,22.57906,221.13065,1840.9464
3,273.937,230.35028,1754.2526
4,-132.63431,49.496887,1892.8064
5,328.74588,3.0101929,1775.8696
6,-195.91208,152.50827,1665.873
7,329.91714,-52.27182,1516.0073
8,145.47662,37.861668,1769.5547
9,63.244984,-152.9313,1768.9125
10,222.14543,-147.10295,1714.1073
11,19.687828,-529.95624,1770.2443
12,251.47214,-525.33765,1712.3837
13,9.261513,-870.65125,1876.2955
14,255.13765,-849.46954,1866.9849
0,141.41125,458.30972,1783.798
1,145.97154,224.56917,1799.042
2,21.418987,219.29083,1841.5393
3,270.52408,229.8475,1756.5447
4,-129.99876,46.610947,1894.294
5,327.99536,2.9581146,1774.542
6,-199.37573,129.1468,1666.2965
7,328.4663,-43.181202,1500.3572
8,144.1489,36.795498,1770.3778
9,62.791553,-154.34872,1768.8508
10,221.86095,-147.60762,1714.5764
11,17.742874,-530.3523,1768.309
12,249.40329,-529.3233,1714.9889
13,8.486176,-872.1105,1874.9838
14,255.1644,-848.44977,1872.0894
0,140.73941,458.34973,1784.2292
1,145.39697,224.60556,1799.4563
2,20.468876,219.2644,1841.9779
3,270.3251,229.94672,1756.9347
4,-121.47003,38.38794,1895.1891
5,325.63177,1.4991455,1780.2839
6,-194.3109,114.07722,1661.5377
7,325.59152,-45.34373,1504.1046
8,143.4575,36.485752,1770.1282
9,62.173405,-155.02635,1767.8064
10,220.86266,-148.24178,1713.7937
11,16.92554,-530.13617,1766.8569
12,249.68129,-528.84235,1713.0044
13,8.565615,-872.57086,1875.3105
14,254.24513,-848.1171,1874.5787
0,140.2608,458.3517,1784.5554
1,144.89958,225.09407,1800.3606
2,18.727869,220.64865,1838.1866
3,271.0713,229.53949,1762.5345
4,-110.13151,31.229202,1893.0726
5,325.9839,2.3521118,1785.0435
6,-196.35112,99.35965,1658.7318
7,327.06387,-48.840588,1505.9341
8,141.37126,36.5558,1766.4341
9,57.559525,-154.8111,1756.5764
10,218.12637,-149.15384,1708.4387
11,17.776115,-528.64636,1768.731
12,246.4687,-528.99976,1707.0541
13,10.187916,-872.3007,1880.004
14,248.93997,-848.4592,1869.7712
0,139.74713,457.99103,1784.5526
1,143.56343,224.90552,1801.5354
2,17.923656,219.45578,1841.9304
3,269.2032,230.35526,1761.1404
4,-103.202896,27.141357,1899.5244
5,323.51068,3.7247772,1782.0697
6,-195.49841,74.31583,1664.2223
7,323.98978,-55.086456,1513.5231
8,141.11348,36.473846,1768.4938
9,59.25104,-155.4024,1760.9845
10,218.07602,-148.51324,1709.9198
11,16.55141,-530.4853,1765.6301
12,243.852,-521.6626,1703.6962
13,9.986343,-874.62976,1878.1127
14,247.37209,-847.8876,1863.631
0,139.11322,457.11066,1784.1895
1,142.16548,224.8417,1801.9961
2,16.222336,219.23087,1842.5068
3,268.10864,230.45256,1761.4854
4,-95.088585,23.46341,1903.1276
5,322.57172,3.2605896,1783.4331
6,-196.44936,63.985104,1667.7579
7,324.75717,-58.036453,1507.6064
8,139.98415,36.24555,1769.0934
9,58.450935,-155.88579,1761.715
10,217.1547,-148.81543,1710.6664
11,12.95919,-536.08405,1760.8479
12,242.92744,-524.8443,1707.4167
13,9.770184,-878.0306,1879.7322
14,249.35152,-851.5924,1863.6475
0,138.53952,456.41974,1784.3906
1,141.0018,225.24364,1801.76
2,14.976084,219.73341,1841.2166
3,267.0275,230.75386,1762.3035
4,-89.73377,21.598206,1902.0553
5,322.0367,3.3845978,1783.4274
6,-189.5029,44.08461,1662.0898
7,332.20108,-56.12234,1511.6221
8,139.07227,36.044353,1769.1747
9,57.670044,-156.62971,1761.471
10,216.61542,-149.68015,1711.7078
11,9.536526,-540.1693,1760.9479
12,241.40039,-526.26965,1711.1333
13,8.549268,-882.9359,1882.1443
14,252.62988,-855.135,1862.9363
0,138.2291,455.22998,1784.0671
1,139.36009,225.28091,1802.5939
2,13.273239,219.7686,1841.0096
3,265.44696,230.79323,1764.1781
4,-82.04647,19.680328,1903.8898
5,320.13284,1.5080109,1786.2042
6,-188.92973,26.155626,1661.9711
7,324.77603,-58.010365,1515.2805
8,137.86351,35.825333,1770.4966
9,57.8275,-157.06387,1762.3285
10,214.90636,-150.19662,1714.4701
11,11.242043,-538.0956,1764.4607
12,236.91992,-526.42993,1725.9962
13,7.9335756,-885.9004,1884.6113
14,255.44011,-858.04846,1863.2032
0,138.45915,454.6947,1784.0822
1,138.55994,224.5017,1803.1598
2,12.382491,219.07092,1841.2532
3,264.7374,229.93246,1765.0664
4,-77.130486,15.76506,1904.1312
5,319.63763,-1.1103363,1786.088
6,-189.50449,5.3729477,1662.6797
7,324.02637,-55.762257,1512.5148
8,137.07858,35.355244,1771.2874
9,57.013466,-157.17351,1763.1396
10,214.18098,-150.4089,1715.6902
11,7.911358,-541.74194,1764.8048
12,234.92076,-526.6948,1733.3055
13,7.4203854,-888.39905,1887.3224
14,255.75844,-862.86255,1862.8889
0,138.4375,453.8645,1784.0177
1,138.76126,224.11111,1802.8569
2,12.653728,219.20105,1841.2997
3,264.8688,229.02121,1764.4142
4,-68.10214,12.787994,1903.234
5,319.8352,-3.8799896,1783.9318
6,-182.20168,-15.070881,1659.1943
7,319.59097,-56.908318,1513.6097
8,136.60645,34.97999,1771.6316
9,55.871136,-157.21072,1764.3608
10,213.03214,-151.09155,1716.4517
11,5.52087,-541.9957,1764.8918
12,246.7347,-538.4992,1753.4174
13,7.154529,-890.1305,1890.1335
14,257.359,-867.08105,1862.9756
0,138.08034,452.96088,1784.1633
1,139.13765,223.32556,1802.242
2,13.284607,219.58029,1840.1827
3,264.9907,227.07085,1764.3011
4,-61.516884,9.504532,1900.8188
5,320.28635,-5.7469635,1784.4296
6,-178.61232,-36.598186,1652.6536
7,322.8973,-54.32137,1508.9089
8,135.27673,33.552635,1770.7017
9,51.59571,-158.59567,1763.2246
10,211.23592,-153.84492,1715.0981
11,3.2627678,-545.35297,1768.8727
12,241.46904,-538.23334,1747.6232
13,7.5832186,-889.46356,1893.4204
14,259.5144,-872.85406,1861.9493
0,137.19588,452.2146,1784.6202
1,139.2396,216.90671,1800.3593
2,12.9007015,213.82176,1838.0575
3,265.5785,219.99164,1762.661
4,-59.63064,2.4367065,1898.9136
5,320.6067,-7.063278,1784.263
6,-174.70068,-47.03205,1653.1034
7,315.21152,-50.181747,1510.4243
8,134.98877,29.807411,1770.8025
9,52.13684,-159.21115,1764.6995
10,209.33905,-155.37259,1717.792
11,5.756401,-542.46387,1769.0437
12,240.12209,-538.9444,1742.5626
13,4.4801087,-897.2771,1894.5226
14,261.8969,-875.0094,1861.7914
0,136.81839,452.37582,1784.7904
1,138.79137,218.71075,1800.579
2,12.907534,215.64845,1837.6002
3,264.67517,221.77306,1763.5577
4,-58.13214,2.9521027,1898.1295
5,320.81842,-5.6873627,1782.7571
6,-173.07187,-61.04991,1649.8872
7,312.5547,-48.96306,1508.6356
8,134.71466,30.44255,1771.1438
9,51.736916,-159.74503,1764.9127
10,209.539,-155.90628,1718.5045
11,4.787636,-542.8605,1769.0936
12,241.20093,-537.266,1732.1163
13,4.2738724,-898.9495,1896.0488
14,263.86298,-876.3718,1861.7009
0,136.11844,452.3838,1784.3492
1,137.801,219.8845,1798.1693
2,11.604892,217.81902,1832.6729
3,263.99707,221.95001,1763.6658
4,-55.436367,-0.228302,1897.9218
5,320.89496,-5.9431305,1782.6426
6,-176.4932,-58.88933,1650.0985
7,311.73312,-50.19676,1509.7524
8,133.69212,30.327047,1771.7936
9,51.4333,-160.50952,1766.785
10,207.7332,-157.95131,1724.0507
11,6.0780754,-541.7612,1770.159
12,241.34138,-538.1365,1728.577
13,4.435479,-899.8413,1897.1523
14,265.36868,-877.0043,1861.1968
0,135.69328,452.65912,1783.811
1,137.099,219.13866,1797.3158
2,11.535412,216.99872,1832.1538
3,262.6626,221.27858,1762.4778
4,-52.70306,-4.590515,1896.9327
5,319.8471,-7.3878937,1782.6534
6,-159.01254,-70.75481,1652.9218
7,308.8982,-49.9863,1506.5603
8,133.15991,29.470346,1771.468
9,50.78977,-161.53464,1767.3811
10,207.65189,-158.86128,1723.8594
11,4.9720917,-543.6847,1770.9408
12,241.16692,-538.6987,1727.9241
13,3.9666677,-901.0769,1893.4415
14,266.2811,-877.81934,1861.5701
0,135.16818,453.41565,1783.8411
1,136.67879,218.41566,1796.8273
2,11.396583,216.21886,1832.5793
3,261.96097,220.61249,1761.0752
4,-49.422726,-8.155457,1895.18
5,318.1232,-9.046478,1780.9939
6,-159.28271,-68.185684,1651.4269
7,309.44708,-52.16973,1502.2051
8,132.6914,29.026049,1771.2175
9,50.176163,-161.74055,1768.0175
10,207.23189,-158.98659,1723.1981
11,6.4965057,-542.3768,1770.9738
12,241.36502,-541.90344,1722.7227
13,6.8989916,-897.5981,1889.3628
14,266.3747,-877.7424,1861.3297
0,134.63957,453.95102,1784.0597
1,135.86081,216.95139,1795.638
2,10.87917,214.6418,1831.4281
3,260.84244,219.26096,1759.8478
4,-39.646416,-19.611755,1889.0615
5,317.05795,-10.106796,1779.0365
6,-156.46207,-64.940796,1645.4602
7,308.75598,-52.577824,1503.6486
8,132.1732,28.288673,1770.5859
9,49.66106,-161.83066,1768.1063
10,207.31013,-158.9174,1722.9615
11,6.563198,-542.08704,1771.2178
12,241.51599,-540.7466,1719.7515
13,6.838874,-897.5488,1889.3226
14,267.29495,-878.8064,1861.1157
0,133.6842,454.61365,1784.7368
1,135.5488,216.56786,1794.5728
2,11.478893,214.57973,1833.0304
3,259.6187,218.556,1756.1151
4,-34.43956,-23.00856,1886.273
5,315.55942,-10.40416,1778.1327
6,-143.52731,-65.00636,1638.9294
7,302.1505,-53.33112,1496.9347
8,131.45132,28.636951,1771.6382
9,47.29375,-160.57686,1773.5197
10,207.41394,-158.01105,1723.8876
11,5.9669456,-542.4975,1770.5338
12,241.5838,-535.98,1718.2999
13,6.3577247,-897.4766,1886.5516
14,267.63095,-878.37897,1861.226
0,133.20876,455.67285,1785.8982
1,135.51535,217.01736,1794.5125
2,11.158747,215.13226,1832.3093
3,259.87195,218.90248,1756.7156
4,-37.073257,-19.069702,1886.093
5,312.87848,-12.002304,1779.4219
6,-122.15402,-56.798546,1619.3513
7,301.6957,-56.43803,1495.4818
8,131.2239,29.138296,1771.0226
9,47.465164,-159.94542,1771.6859
10,206.39977,-157.53613,1723.3795
11,6.0247917,-541.50464,1773.9613
12,240.73749,-534.3413,1720.1459
13,6.222799,-897.7324,1887.2021
14,268.18356,-879.3061,1860.2587
0,132.3546,456.5011,1786.5967
1,135.14824,217.75993,1794.4056
2,10.982578,216.20163,1832.4683
3,259.3139,219.31824,1756.343
4,-36.0899,-19.233871,1878.5245
5,312.29178,-10.723923,1779.9056
6,-114.015305,-44.727577,1605.3926
7,297.9551,-57.875683,1488.7972
8,130.37569,29.493343,1771.129
9,46.36562,-159.76768,1772.1425
10,204.84064,-157.7788,1723.5624
11,5.5682297,-540.7738,1772.1735
12,240.9486,-533.5033,1717.5525
13,6.8979173,-896.7057,1885.184
14,270.03125,-879.03076,1860.3488
0,131.53612,457.3851,1788.1007
1,134.25252,220.51457,1796.6755
2,10.152426,218.57759,1836.025
3,258.35263,222.45155,1757.326
4,-36.732185,-16.583878,1869.9227
5,311.0813,-8.5117035,1777.6367
6,-105.56025,-34.00771,1590.9977
7,291.6112,-54.826225,1499.406
8,129.5111,31.249115,1772.4054
9,45.76376,-159.24948,1773.1864
10,203.77557,-156.7832,1723.0841
11,5.359665,-539.99866,1770.61
12,240.67691,-530.83276,1716.7947
13,6.832166,-897.1904,1884.4614
14,269.44324,-879.30994,1859.9647
0,130.4858,458.15845,1789.4622
1,133.8123,218.75262,1796.1312
2,9.527628,217.12584,1835.2839
3,258.09695,220.37943,1756.9785
4,-37.197144,-18.927734,1870.4058
5,314.4114,-23.970901,1758.6226
6,-100.03952,-25.16084,1574.2177
7,282.90625,-55.69264,1505.1283
8,128.72032,29.815771,1772.1171
9,45.295708,-160.1464,1772.7795
10,201.96098,-158.09578,1723.4263
11,5.5850525,-540.79877,1770.673
12,240.37444,-531.0837,1715.5656
13,7.2764797,-898.8356,1884.7391
14,265.40186,-879.2214,1859.9633
0,129.91418,458.60254,1790.5248
1,133.59152,218.32704,1796.7697
2,9.037109,216.81776,1835.9122
3,258.14594,219.83633,1757.6271
4,-42.767723,-17.869919,1858.9811
5,310.76105,-17.804184,1765.1117
6,-98.98065,-5.5253773,1559.3374
7,289.9595,-59.077,1494.5245
8,128.19183,29.10317,1772.2913
9,44.58361,-161.06839,1772.3907
10,201.0007,-159.17302,1723.235
11,6.1347237,-543.4281,1771.1301
12,239.6668,-532.4772,1718.7993
13,7.289507,-899.9009,1884.9558
14,264.266,-879.22534,1859.1012
0,129.37175,458.47748,1791.4036
1,133.14848,218.28383,1796.5536
2,8.342268,216.72104,1835.9753
3,257.9547,219.84663,1757.1318
4,-52.37812,-6.6267242,1816.4976
5,308.29742,-15.142929,1766.179
6,-96.74185,15.894474,1544.4464
7,288.07846,-58.952427,1496.2654
8,127.68856,28.950003,1771.7621
9,43.869915,-161.36502,1771.7213
10,200.58734,-159.40263,1722.2198
11,5.7622986,-544.60095,1771.554
12,239.0424,-532.5525,1720.6136
13,6.8437834,-901.52985,1885.2123
14,265.71588,-880.5399,1864.3503
0,128.84073,458.49417,1792.2751
1,132.61017,217.95872,1796.7441
2,7.45955,216.10336,1836.3042
3,257.76077,219.81409,1757.1841
4,-46.42602,7.392166,1819.9486
5,306.846,-14.47818,1765.9425
6,-96.90088,43.256313,1527.6527
7,288.5045,-57.584476,1494.0193
8,127.35073,28.777695,1771.233
9,43.751877,-161.56471,1770.485
10,200.43073,-159.24196,1720.9589
11,5.8296204,-544.946,1771.1267
12,238.56299,-531.8963,1720.8464
13,7.006838,-902.2744,1885.4397
14,266.4287,-882.4635,1867.5298
0,128.13052,458.93414,1793.2418
1,131.30789,219.46808,1800.1179
2,4.7537785,216.64789,1841.1555
3,257.86203,222.28827,1759.0803
4,-49.843506,11.854324,1807.534
5,307.84094,-12.384918,1768.8649
6,-99.97308,72.48422,1508.3533
7,289.7103,-55.757267,1496.8538
8,126.66719,29.905933,1772.7794
9,44.19908,-161.39056,1770.678
10,199.8539,-157.92188,1720.2039
11,5.923336,-544.7391,1773.3269
12,237.16481,-532.12256,1716.8295
13,4.0874286,-901.287,1882.9185
14,267.14392,-884.33997,1867.8832
0,127.75578,459.4373,1793.7157
1,131.66988,219.64368,1799.2032
2,5.390554,217.14197,1839.3953
3,257.9492,222.1454,1759.0112
4,-52.1511,14.529846,1802.6847
5,307.42914,-12.795441,1766.9164
6,-112.38467,108.946594,1497.073
7,290.2399,-51.767826,1502.276
8,126.84727,30.13572,1772.2552
9,44.82983,-160.90155,1769.8767
10,199.2195,-157.84294,1720.7378
11,6.104351,-543.22687,1774.1007
12,236.93767,-532.887,1717.0664
13,4.2203436,-901.18475,1883.3821
14,269.39105,-885.1987,1867.3608
0,127.25994,460.19556,1794.6575
1,131.71411,219.9705,1798.6102
2,5.7857103,217.64615,1838.3447
3,257.64252,222.29486,1758.8757
4,-54.245064,17.580719,1799.773
5,307.62595,-13.617844,1765.7013
6,-125.97298,135.53001,1488.7325
7,289.2269,-52.438377,1492.5587
8,126.74807,30.341095,1771.7788
9,45.264065,-160.70067,1769.0913
10,198.3,-157.87596,1720.8035
11,6.3011017,-542.5418,1773.531
12,236.61424,-532.9455,1715.2269
13,4.3296704,-901.5268,1883.1117
14,271.26996,-885.1172,1867.1871
0,127.000496,460.22348,1795.5343
1,131.87631,220.10365,1798.0721
2,5.79601,217.8023,1837.7415
3,257.95663,222.405,1758.4028
4,-62.71413,15.194763,1756.9363
5,308.03793,-14.366379,1764.0624
6,-126.024765,167.32764,1483.1154
7,287.9672,-56.51122,1496.1923
8,126.82151,30.8316,1771.0261
9,45.797405,-159.82712,1767.8827
10,197.736,-157.05377,1720.0775
11,6.513706,-541.015,1772.1366
12,237.14157,-532.5807,1717.066
13,4.567522,-902.52014,1875.7435
14,270.3398,-888.27893,1861.0485
0,127.166084,460.32806,1796.4681
1,131.99445,220.65974,1798.4087
2,4.7844567,218.95729,1835.6747
3,259.20444,222.3622,1761.1427
4,-72.062584,19.726166,1737.5591
5,309.11517,-15.5546875,1764.4504
6,-141.69543,192.40526,1483.7756
7,288.5318,-56.51171,1504.0593
8,126.91248,31.902378,1772.4379
9,47.0818,-157.85536,1768.3645
10,196.57922,-155.85463,1724.5696
11,6.6833076,-538.1728,1773.7638
12,237.05319,-533.2518,1715.1274
13,4.7963085,-900.691,1876.5814
14,268.63846,-891.3319,1855.4452
0,127.98042,461.1305,1797.5497
1,132.2553,220.9924,1799.5176
2,4.7624736,219.17723,1835.8674
3,259.74814,222.80756,1763.1677
4,-85.16618,31.745071,1726.2386
5,308.57184,-15.442963,1763.6064
6,-162.64375,231.44925,1482.9664
7,294.51822,-63.878666,1500.7802
8,127.32091,31.796139,1772.7631
9,47.252197,-158.46983,1767.4303
10,197.52084,-156.3304,1724.5868
11,5.9138565,-538.4769,1774.1133
12,237.82327,-532.07477,1716.1448
13,4.5712957,-900.8648,1876.312
14,269.00717,-890.3512,1854.9257
0,128.66353,461.51715,1799.1388
1,132.47697,220.84404,1799.7188
2,4.2378,219.00133,1836.0782
3,260.71616,222.68675,1763.3593
4,-100.0435,60.385452,1709.9431
5,308.58762,-14.846741,1763.6422
6,-165.34572,255.33525,1486.6514
7,289.95868,-58.731995,1499.9939
8,127.665215,31.80359,1773.167
9,47.71483,-158.31656,1767.9192
10,197.99207,-156.15717,1725.3113
11,5.6710815,-539.24,1774.316
12,238.16708,-531.06586,1715.2667
13,4.5595813,-901.52374,1877.3091
14,269.0561,-889.62115,1854.896
0,129.2861,461.93646,1799.9008
1,133.12704,221.41357,1800.1757
2,4.2688446,219.55591,1836.9639
3,261.98523,223.27124,1763.3875
4,-104.799995,66.289444,1709.923
5,309.00034,-13.669098,1764.2451
6,-172.18883,269.5984,1492.7001
7,290.47238,-60.636566,1502.1252
8,128.26881,32.292923,1773.6088
9,48.443367,-157.90848,1768.4445
10,198.37779,-155.74698,1725.6393
11,5.9197197,-534.99445,1772.204
12,238.48404,-529.82764,1715.1825
13,4.383534,-902.8607,1878.3511
14,268.13132,-889.0941,1854.8124
0,129.17256,462.3352,1800.5553
1,133.9743,221.50264,1800.5532
2,4.967763,219.65913,1837.8724
3,262.98087,223.34615,1763.234
4,-126.738045,89.110245,1713.8418
5,309.4618,-11.026199,1765.8823
6,-198.43633,302.4826,1496.3375
7,294.55075,-62.634777,1497.3802
8,128.83714,32.726288,1773.4696
9,48.76031,-157.12096,1768.0647
10,198.63965,-154.97917,1724.7073
11,6.233944,-537.254,1771.3638
12,239.10571,-528.3847,1714.4315
13,4.2369456,-902.3224,1880.7837
14,267.77475,-887.26355,1847.574
0,129.31822,462.5096,1800.6254
1,134.58257,222.03085,1800.9729
2,5.7968607,219.99591,1838.8981
3,263.3683,224.06583,1763.0477
4,-130.01172,90.75877,1717.7347
5,309.62808,-8.388565,1767.9653
6,-197.33234,315.0594,1508.8591
7,299.94208,-68.23711,1513.52
8,129.37067,33.78083,1773.1733
9,48.87748,-155.65872,1767.5428
10,199.44005,-153.27966,1723.2047
11,6.607399,-537.68787,1771.5833
12,239.47751,-528.5773,1713.8649
13,7.106211,-897.74426,1884.3259
14,266.84564,-885.9458,1842.0613
0,129.18637,462.9026,1801.0034
1,134.88437,222.07422,1801.155
2,6.922781,219.86302,1839.4425
3,262.84598,224.2854,1762.8676
4,-140.05183,100.65271,1721.3215
5,309.05197,-8.889099,1768.7075
6,-209.4749,337.6469,1515.5411
7,299.59216,-66.62488,1504.8562
8,129.61229,34.15647,1772.6824
9,49.106277,-155.06131,1766.7206
10,199.57414,-152.46121,1721.6989
11,7.50301,-538.2317,1772.0762
12,240.197,-528.0416,1713.1261
13,7.4996805,-896.98816,1886.4169
14,265.93097,-885.69904,1840.5527
0,128.9985,462.89233,1801.7871
1,135.61086,221.99168,1800.8737
2,8.311932,219.77277,1839.6124
3,262.90976,224.2106,1762.1349
4,-153.16292,115.04342,1727.5336
5,310.60895,-3.8798218,1773.626
6,-211.14731,345.4544,1527.1826
7,308.78534,-70.389275,1502.6183
8,130.03854,34.40535,1771.8177
9,48.930912,-154.49762,1765.7483
10,200.00156,-151.86435,1719.7754
11,7.6980515,-537.2233,1772.8629
12,240.83705,-527.85144,1711.9513
13,7.730029,-895.77515,1887.1774
14,264.87122,-885.83624,1836.2623
0,128.65471,462.65292,1802.6426
1,136.36081,222.31058,1800.6643
2,9.5725155,220.04901,1839.7473
3,263.14908,224.57213,1761.5813
4,-160.23865,124.229515,1732.8257
5,310.95078,-3.299652,1772.7991
6,-234.06288,373.8906,1537.3782
7,307.7924,-68.06698,1506.2925
8,130.65205,34.844204,1771.2968
9,48.97056,-153.97731,1765.3481
10,200.91603,-151.26701,1718.5103
11,4.945553,-518.07654,1761.4354
12,240.89713,-527.27606,1711.6715
13,8.278388,-893.3327,1887.5621
14,264.75397,-885.77954,1832.8218
0,128.76541,462.70282,1802.8936
1,136.50084,223.38162,1800.1985
2,10.177695,220.7381,1839.5261
3,262.82397,226.02515,1760.8708
4,-168.50693,134.06479,1736.7919
5,311.80243,1.901535,1774.183
6,-247.12758,403.28464,1555.3066
7,321.4152,-70.319855,1504.5148
8,131.10992,35.84293,1770.2765
9,49.00139,-153.30121,1764.2386
10,202.43663,-150.09032,1716.4703
11,5.6338615,-525.14856,1765.0233
12,241.63141,-526.5222,1712.4482
13,7.6096635,-892.6469,1885.3878
14,264.93762,-884.9072,1831.5089
0,128.85983,461.9856,1803.7839
1,136.70425,223.92685,1799.6702
2,10.49769,221.41963,1838.9674
3,262.91083,226.43408,1760.3729
4,-189.38312,152.1826,1756.4434
5,311.15524,4.6393127,1775.4299
6,-252.35399,415.61932,1564.4615
7,314.03,-68.89247,1502.3265
8,131.17657,36.13247,1769.9359
9,48.75154,-153.18956,1764.1454
10,202.54625,-150.13428,1716.2579
11,5.9874916,-528.9373,1765.9054
12,243.30278,-525.5272,1713.4733
13,7.2792087,-893.37805,1883.0638
14,266.1903,-883.5636,1834.0282
0,129.10764,460.57953,1803.9489
1,136.90663,224.23254,1799.4115
2,10.395309,221.77853,1838.4382
3,263.41797,226.68655,1760.3848
4,-196.21748,165.67693,1760.4985
5,310.6729,7.2044525,1775.756
6,-266.58557,427.71082,1584.8009
7,309.5382,-67.2521,1497.4037
8,131.28233,36.450108,1769.3715
9,48.552734,-152.82799,1763.1172
10,202.76334,-149.83667,1715.5457
11,6.501892,-530.1019,1765.4237
12,244.49492,-526.5817,1714.966
13,6.75301,-893.45233,1880.9324
14,266.76544,-884.503,1833.4357
0,129.50795,459.49362,1803.1488
1,137.11353,224.40634,1798.9486
2,10.358643,222.01358,1837.9156
3,263.86844,226.7991,1759.9816
4,-200.48709,174.75859,1764.5393
5,310.77582,9.286392,1776.6577
6,-282.11755,444.40326,1597.0278
7,323.90256,-64.34687,1491.9515
8,131.4034,36.677532,1768.8467
9,48.733185,-152.50406,1762.4038
10,202.65332,-149.59848,1715.0857
11,6.8012085,-531.6638,1763.7201
12,245.83267,-528.4884,1715.2574
13,6.491459,-892.6156,1881.0613
14,266.59616,-887.7602,1835.3625
0,129.32693,459.92535,1802.3716
1,137.15358,224.556,1798.7147
2,9.822343,222.24304,1837.5669
3,264.4848,226.86896,1759.8625
4,-207.4386,186.06618,1779.402
5,312.23102,9.26329,1775.2319
6,-290.3396,458.32166,1612.6047
