joint,x,y,z
5,277.07132,34.759537,1681.5948
6,-129.37897,-209.1333,1511.559
7,318.1387,-212.07057,1549.839
8,79.1743,64.88631,1757.9209
9,86.5914,-140.62198,1781.0841
10,233.87714,-66.96233,1719.0851
11,29.182396,-502.9996,1721.6135
12,226.71466,-435.17755,1668.893
13,23.076004,-859.49207,1777.7638
14,248.71335,-793.197,1709.1808
0,-97.29675,406.05212,1766.1069
1,-5.83136,231.66861,1765.7903
2,-118.126945,174.88452,1813.4182
3,106.46422,288.4527,1718.1624
4,-31.740448,-75.87253,1695.7448
5,274.03952,35.38028,1679.7991
6,-134.72351,-192.67975,1485.2858
7,314.08282,-209.49088,1547.2329
8,76.08568,63.381622,1758.2922
9,84.57035,-142.03763,1781.9391
10,231.43507,-67.7731,1719.6493
11,27.926762,-504.35895,1721.3483
12,227.87355,-435.9812,1669.0844
13,22.6986,-860.6216,1779.2922
14,245.38838,-794.4921,1707.2169
0,-104.37294,404.068,1766.7236
1,-11.7901535,230.39282,1766.678
2,-124.28654,172.58331,1812.5337
3,100.70623,288.20233,1720.8223
4,-36.87194,-82.433426,1685.3818
5,270.52145,36.186493,1678.9094
6,-141.87312,-173.29974,1458.8964
7,309.11493,-206.94824,1542.2307
8,71.37903,62.71375,1759.3239
9,80.97494,-142.77307,1781.9596
10,228.12149,-67.15758,1721.9799
11,24.788963,-504.71866,1718.77
12,227.54916,-435.3911,1671.4686
13,22.175554,-860.5824,1779.3317
14,246.57774,-793.7516,1710.6005
0,-110.88585,402.4231,1766.0309
1,-16.7043,229.97232,1766.926
2,-129.30975,171.15288,1811.1931
3,95.90115,288.79175,1722.6589
4,-38.937447,-83.21387,1680.1997
5,265.2625,38.08986,1679.9635
6,-139.64566,-156.02036,1438.6389
7,302.13226,-202.63315,1538.1233
8,67.72841,62.91857,1759.7324
9,78.52097,-142.60107,1781.488
10,225.80127,-65.66926,1723.5896
11,24.132286,-504.6279,1717.1879
12,228.87827,-433.72098,1671.9089
13,22.438335,-860.9695,1774.9738
14,245.42368,-792.69934,1705.9622
0,-116.57571,401.7773,1766.6796
1,-21.074509,229.12277,1767.8898
2,-133.65016,169.48593,1811.1438
3,91.501144,288.7596,1724.6357
4,-47.966866,-82.60396,1675.6052
5,262.1341,39.54402,1679.9841
6,-146.02849,-147.25154,1423.4167
7,298.21936,-200.09296,1534.9893
8,64.3295,62.568256,1760.5288
9,76.11749,-142.98428,1781.4528
10,223.34952,-64.98825,1724.8829
11,25.069859,-505.60175,1717.7965
12,228.24693,-432.92215,1672.4305
13,21.4206,-861.90796,1775.7863
14,247.78577,-791.9187,1704.8481
0,-120.86774,400.0495,1766.5063
1,-24.845825,227.3876,1767.6653
2,-137.68887,167.08113,1809.2518
3,87.99721,287.6941,1726.0787
4,-56.487106,-83.79999,1671.8092
5,261.0667,42.767548,1681.4982
6,-154.14136,-143.99069,1416.1859
7,296.32837,-197.89186,1535.6438
8,61.393784,61.243713,1760.7393
9,73.83778,-144.33861,1781.0094
10,221.429,-65.46175,1726.6171
11,24.220325,-507.28455,1718.0515
12,228.62578,-433.37848,1674.2833
13,20.943178,-863.8312,1774.6207
14,250.64207,-792.2737,1706.413
0,-127.26745,401.40054,1770.9094
1,-30.236954,229.61447,1770.439
2,-142.3938,168.33284,1812.4689
3,81.9199,290.8961,1728.409
4,-62.245895,-83.3981,1668.404
5,257.0317,40.88005,1682.7422
6,-158.37064,-137.58397,1409.9087
7,295.08755,-196.63239,1535.6921
8,56.99746,64.07642,1761.8613
9,70.88931,-141.53542,1780.7683
10,217.57443,-61.387817,1725.7991
11,25.20459,-504.92316,1717.464
12,226.74136,-429.25452,1673.3959
13,18.059248,-860.36646,1779.9127
14,250.12715,-788.1981,1704.1111
0,-132.09732,399.0376,1768.6299
1,-33.21173,227.86595,1769.398
2,-145.36685,165.29778,1809.4509
3,78.9434,290.43414,1729.345
4,-71.63072,-81.19556,1661.2147
5,255.01685,41.931427,1682.889
6,-165.92035,-141.66443,1403.0421
7,295.4374,-196.18411,1535.119
8,55.79769,63.24756,1761.4828
9,71.45643,-142.2911,1779.7627
10,218.1578,-60.45056,1727.3726
11,30.012657,-506.09802,1716.0094
12,231.40001,-428.34708,1676.1863
13,17.96074,-861.2849,1779.1853
14,253.43262,-787.442,1706.2188
0,-137.03046,397.46124,1767.4799
1,-36.61268,226.93936,1768.8652
2,-148.57922,163.4717,1808.0498
3,75.35387,290.40704,1729.6807
4,-81.31373,-83.09361,1654.1129
5,253.51244,41.464233,1682.9476
6,-168.75618,-145.52742,1394.1628
7,297.07733,-195.40184,1537.5813
8,53.56623,62.953953,1760.9343
9,70.52915,-142.53357,1778.6266
10,216.96112,-59.52935,1727.3802
11,28.237194,-506.38846,1715.6044
12,229.32222,-427.4178,1675.812
13,17.17871,-861.5006,1779.573
14,251.35847,-786.6576,1704.0927
0,-140.05518,393.27557,1766.4015
1,-39.1884,223.5136,1767.8918
2,-151.09122,159.53232,1806.4447
3,72.714424,287.49487,1729.339
4,-87.654175,-84.04219,1657.0612
5,252.26013,41.230988,1684.4723
6,-166.92148,-150.32526,1398.6625
7,297.11328,-196.14905,1539.7136
8,51.62986,59.87631,1759.9308
9,69.27336,-145.5992,1777.1799
10,215.62288,-61.92276,1726.7595
11,26.846859,-510.0484,1717.8379
12,228.53714,-429.6186,1673.9268
13,18.300694,-866.42804,1774.3115
14,249.69072,-788.9602,1701.6357
0,-141.77026,391.1515,1766.3586
1,-40.666718,221.81635,1767.146
2,-152.24533,157.67578,1806.3822
3,70.9119,285.9569,1727.9098
4,-85.829285,-85.01997,1660.526
5,251.63098,43.11386,1686.2358
6,-164.27246,-160.781,1408.4318
7,300.5838,-196.03241,1546.5868
8,50.339867,58.306602,1758.6528
9,68.38172,-147.14665,1775.8174
10,214.31119,-63.259613,1724.502
11,27.054733,-511.3758,1714.3433
12,229.1368,-430.93527,1672.0281
13,17.308487,-866.00354,1780.348
14,247.68954,-790.49805,1698.6085
0,-144.23239,391.73737,1770.8368
1,-43.577927,222.64017,1769.1183
2,-154.48752,158.22638,1809.7612
3,67.33167,287.05396,1728.4753
4,-82.42524,-87.008575,1667.7612
5,251.81067,45.547226,1688.1143
6,-164.39482,-170.1395,1421.5664
7,303.2493,-196.22525,1552.5698
8,47.58474,59.312656,1759.0366
9,66.21526,-146.1399,1775.5344
10,211.27954,-61.889824,1722.3755
11,24.858929,-510.8437,1716.9652
12,225.27055,-429.69476,1670.5559
13,16.24797,-865.73584,1782.1965
14,245.52312,-789.11505,1697.8503
0,-147.85065,391.25986,1768.5812
1,-45.370266,222.8051,1768.3234
2,-156.09674,157.8898,1808.6847
3,65.35621,287.7204,1727.962
4,-76.713646,-92.00275,1672.8818
5,249.40732,46.772186,1689.5618
6,-164.94505,-199.07123,1439.5295
7,304.7843,-199.99544,1562.3512
8,46.856518,60.00687,1759.4989
9,66.676544,-145.24107,1777.0677
10,211.49005,-60.341652,1724.2811
11,26.117489,-510.25104,1719.8115
12,228.15009,-428.51678,1676.1947
13,20.014355,-866.24115,1778.988
14,248.02182,-788.25586,1698.8593
0,-148.83511,389.72952,1767.454
1,-47.131943,221.22653,1767.8536
2,-157.80768,156.63603,1808.8766
3,63.5438,285.81702,1726.8307
4,-70.85494,-98.002975,1677.4423
5,248.70435,46.3889,1690.286
6,-166.46252,-223.31277,1455.8903
7,309.51154,-203.30501,1569.3346
8,44.969856,58.311073,1759.8247
9,64.69623,-146.84276,1778.6224
10,209.44708,-62.365997,1724.9691
11,22.966213,-511.28986,1718.7117
12,223.44345,-430.21344,1673.689
13,18.258213,-866.78296,1781.1398
14,244.81305,-789.9562,1695.101
0,-149.65863,390.2349,1766.8918
1,-48.46575,221.85645,1768.0267
2,-159.14806,157.51324,1809.4264
3,62.21656,286.19968,1726.6271
4,-62.427856,-102.50458,1682.7227
5,247.85117,46.696304,1691.1503
6,-170.20157,-243.27576,1476.0021
7,310.71127,-202.6712,1572.5105
8,43.486755,58.82952,1760.4861
9,63.059685,-146.27402,1780.0183
10,207.81885,-62.12081,1725.8726
11,22.935139,-510.5478,1717.9938
12,221.73592,-429.6843,1672.4797
13,18.904667,-865.7986,1782.0123
14,245.89801,-789.1615,1695.3027
0,-149.17032,392.94885,1768.6006
1,-47.69908,224.05157,1769.2699
2,-158.38565,159.8543,1810.8895
3,62.987495,288.24884,1727.6503
4,-57.219444,-101.25758,1689.3514
5,247.42038,47.347916,1692.0739
6,-167.37605,-260.58734,1498.8073
7,308.51572,-202.71977,1574.3458
8,43.981606,60.884483,1761.4111
9,63.279587,-144.26395,1780.7693
10,208.045,-60.301247,1726.3354
11,24.590542,-508.547,1717.8593
12,221.64886,-427.6162,1671.1252
13,21.029947,-862.9209,1786.5328
14,246.18492,-787.1132,1693.4215
0,-147.53094,394.22617,1767.9651
1,-46.35897,225.59494,1769.0802
2,-157.01636,161.60617,1811.0977
3,64.29841,289.58368,1727.0627
4,-56.610565,-104.63217,1693.6761
5,247.2096,48.17595,1693.0461
6,-167.7858,-276.55225,1514.6384
7,310.40195,-203.58975,1577.367
8,45.211456,62.345848,1761.6266
9,64.417564,-142.74864,1781.6503
10,209.14621,-59.05783,1726.6957
11,25.44614,-506.854,1717.8597
12,219.91006,-426.19766,1669.762
13,22.045946,-861.42126,1785.6674
14,246.42827,-785.5459,1692.2064
0,-144.34799,395.84076,1768.1191
1,-43.199947,226.58215,1768.886
2,-153.85785,162.61,1810.9304
3,67.45796,290.5543,1726.8416
4,-54.815613,-106.823166,1698.8107
5,250.5946,44.585815,1691.5033
6,-168.09512,-289.85272,1534.8927
7,309.07755,-209.35338,1576.2822
8,48.301075,63.30059,1761.2708
9,67.43776,-141.81532,1781.1503
10,212.16644,-58.146606,1726.1608
11,23.618649,-505.60052,1718.8772
12,222.0928,-425.10748,1667.882
13,26.872309,-861.17816,1780.5914
14,246.99855,-784.3955,1692.8851
0,-139.71475,398.2191,1767.2188
1,-39.10155,228.64534,1768.4283
2,-150.16875,165.23772,1810.243
3,71.965645,292.05298,1726.6136
4,-56.910133,-111.416885,1703.4055
5,253.2911,40.293518,1690.2505
6,-167.31808,-304.2687,1553.2511
7,310.62918,-214.6547,1576.1715
8,51.549656,64.88899,1760.894
9,69.567535,-140.33331,1780.7048
10,214.8342,-57.401405,1726.0146
11,20.880188,-503.47995,1718.3982
12,220.05684,-424.2194,1666.397
13,27.440197,-859.21936,1779.1882
14,247.11029,-783.22845,1693.1016
0,-133.43106,401.30072,1767.2665
1,-34.45502,230.70212,1768.2781
2,-146.16896,168.10466,1809.5753
3,77.25893,293.2996,1726.9808
4,-59.456223,-114.71086,1707.1993
5,255.14282,38.64746,1689.6224
6,-164.89433,-318.09662,1571.1605
7,310.42667,-218.12408,1576.0212
8,54.944622,66.25858,1760.8544
9,71.286804,-139.12177,1780.4379
10,217.40173,-57.248154,1726.4235
11,20.66288,-501.5893,1715.695
12,220.9771,-424.26086,1667.7982
13,24.905376,-856.48267,1781.4225
14,243.77463,-783.58435,1694.0316
0,-127.23522,404.97522,1766.7847
1,-30.5578,233.58081,1768.4183
2,-143.29573,172.20694,1808.725
3,82.18014,294.9547,1728.1117
4,-58.23018,-113.35846,1709.0908
5,256.5677,36.824493,1689.8032
6,-159.06155,-328.71344,1591.1865
7,310.71622,-219.18567,1574.1128
8,56.98359,68.13482,1761.3513
9,70.794426,-137.44968,1780.6449
10,218.25552,-57.172684,1727.9237
11,18.530529,-499.8432,1716.7083
12,218.60588,-423.62354,1665.8866
13,21.66226,-855.5069,1778.2843
14,242.47371,-782.58813,1695.7882
0,-119.375175,408.94397,1766.0498
1,-25.269173,236.44496,1768.1511
2,-138.83324,176.44165,1808.196
3,88.29489,296.44827,1728.1062
4,-56.117332,-112.18292,1713.0415
5,256.78027,36.413177,1690.4005
6,-154.37906,-336.31757,1611.3555
7,305.09265,-220.13266,1572.4194
8,60.293556,69.96263,1761.3423
9,71.59005,-135.7594,1780.7212
10,220.12251,-57.28,1728.3457
11,18.887955,-497.7239,1714.7131
12,219.65486,-423.61813,1665.5315
13,23.556612,-853.4261,1776.148
14,242.14488,-782.7147,1695.1108
0,-110.5595,412.98938,1765.6621
1,-19.030403,238.86241,1768.0804
2,-134.10641,180.65994,1806.3491
3,96.0456,297.06488,1729.8118
4,-59.560936,-115.5957,1719.4951
5,258.88632,30.709656,1691.1808
6,-156.26855,-345.92465,1627.67
7,300.70807,-223.6673,1568.4402
8,63.72574,70.97243,1761.59
9,71.214775,-134.98572,1780.1296
10,221.749,-58.849403,1730.0693
11,18.047089,-496.68378,1713.0037
12,219.33963,-425.1293,1666.9241
13,23.075092,-852.5141,1773.7681
14,241.78574,-784.43616,1693.8862
0,-102.03632,419.8142,1765.971
1,-13.624046,243.36945,1769.1079
2,-130.14859,187.16214,1805.9128
3,102.90049,299.57678,1732.303
4,-65.78098,-118.80301,1735.7214
5,259.9411,25.860443,1690.5754
6,-159.77164,-352.90762,1643.2683
7,300.52176,-225.76877,1564.603
8,66.01207,73.99369,1762.5703
9,69.44124,-132.1416,1780.103
10,221.85513,-58.622536,1731.9624
11,18.37556,-494.07593,1712.6223
12,218.99416,-424.5806,1666.9764
13,18.47533,-849.9042,1773.4645
14,238.92523,-784.00354,1694.3772
0,-91.60287,424.82825,1766.6263
1,-6.0760727,246.28873,1769.1401
2,-123.92495,192.07909,1804.698
3,111.7728,300.49835,1733.5823
4,-68.38779,-116.40712,1750.3318
5,262.4725,26.439697,1692.2792
6,-168.49382,-353.19617,1661.8877
7,303.39114,-223.25931,1562.2496
8,70.287575,75.45735,1761.79
9,69.58293,-130.82489,1777.6934
10,223.71951,-59.923164,1731.1865
11,22.097187,-492.85718,1708.244
12,221.34781,-425.01553,1661.6062
13,21.14966,-848.36237,1771.0245
14,240.10027,-784.2682,1691.8748
0,-81.09042,430.4513,1766.4436
1,0.8416977,249.90636,1769.0289
2,-118.48169,197.49133,1802.227
3,120.16509,302.32135,1735.8308
4,-71.69159,-107.20953,1767.1316
5,266.7347,25.72873,1693.1147
6,-180.34312,-343.31262,1675.5468
7,301.92496,-222.68053,1560.5044
8,74.32779,77.82239,1761.4624
9,69.773834,-128.54211,1775.6082
10,225.85391,-59.98104,1732.1836
11,21.760483,-490.74176,1707.3407
12,220.8487,-424.90396,1661.8154
13,23.304428,-846.42114,1769.1398
14,242.77235,-783.72473,1694.7998
0,-68.76379,430.7959,1761.8434
1,10.353409,249.34009,1766.6395
2,-110.60956,198.63507,1796.2158
3,131.31638,300.0451,1737.0632
4,-72.36075,-98.10635,1777.5312
5,269.35312,23.356598,1696.0154
6,-197.70143,-326.56522,1683.0161
7,304.3285,-221.73221,1558.7439
8,81.35229,76.166046,1760.1283
9,73.22606,-130.1755,1772.9637
10,231.47626,-63.840485,1734.2704
11,25.791267,-492.15488,1703.118
12,225.69626,-428.1431,1660.8148
13,27.462336,-847.44556,1767.14
14,245.62167,-786.8282,1696.462
0,-56.987938,433.43802,1760.0594
1,18.217049,250.2604,1765.8031
2,-104.02062,201.63484,1793.6654
3,140.45471,298.886,1737.9408
4,-70.18303,-87.05696,1786.2422
5,274.172,15.680939,1696.9867
6,-212.46837,-299.03876,1686.8099
7,307.9016,-224.24628,1556.2904
8,86.18308,75.86495,1759.6267
9,74.22275,-130.32484,1771.6683
10,234.07549,-66.736176,1735.2323
11,24.234013,-492.41925,1704.3024
12,225.48848,-430.55704,1659.7057
13,25.59559,-848.14575,1765.8683
14,242.19136,-789.3522,1695.915
0,-45.791565,437.21442,1755.187
1,25.95758,252.74394,1764.5458
2,-97.28688,206.51804,1792.1378
3,149.20204,298.96985,1736.9537
4,-70.093704,-81.03024,1790.1289
5,279.07928,11.338501,1697.4799
6,-231.52045,-269.3509,1682.9918
7,310.4856,-227.01445,1556.9939
8,90.933716,77.163025,1760.615
9,75.32414,-128.64359,1774.7258
10,236.49556,-68.19221,1738.6426
11,24.708542,-490.20984,1705.0144
12,227.33665,-431.45898,1660.5327
13,25.888815,-845.3916,1769.6294
14,244.17627,-789.5543,1702.7567
0,-34.14622,436.61697,1748.7417
1,35.34566,251.4113,1761.9266
2,-88.905594,207.21375,1788.35
3,159.59691,295.60886,1735.5033
4,-68.55605,-74.015686,1795.0614
5,284.0291,8.662933,1700.2198
6,-249.98886,-235.48987,1683.1906
7,315.61447,-231.82709,1563.1708
8,97.713806,74.85103,1759.8743
9,78.83363,-130.61017,1775.1002
10,241.33028,-72.80832,1740.5436
11,27.314564,-491.32745,1701.7958
12,230.07115,-434.72092,1656.8073
13,28.207357,-846.9765,1763.8003
14,248.51387,-792.0597,1704.3488
0,-23.8246,438.8722,1745.5387
1,43.03981,252.32787,1761.1367
2,-81.70872,209.96928,1788.2876
3,167.78833,294.68646,1733.9858
4,-73.775375,-69.51073,1796.5416
5,290.51367,7.834839,1701.1147
6,-266.53766,-203.71167,1672.051
7,322.64294,-237.74887,1571.7697
8,103.10243,74.94736,1760.3677
9,81.593796,-130.13081,1777.3522
10,244.73631,-74.73549,1741.8451
11,27.99889,-490.56274,1704.0876
12,231.70839,-436.39935,1657.1791
13,26.232985,-847.0891,1760.5353
14,250.32489,-793.52234,1706.4998
0,-11.881775,445.14978,1748.4393
1,50.49867,257.32028,1763.3832
2,-75.017044,217.79852,1791.2102
3,176.01437,296.84207,1735.5562
4,-78.89313,-61.255768,1801.7708
5,294.25647,5.9160156,1703.0786
6,-274.38284,-173.15141,1661.2916
7,328.07803,-242.66232,1578.5486
8,106.48372,78.6379,1762.1304
9,80.3806,-125.89201,1779.0767
10,244.55693,-74.19696,1742.6785
11,27.196686,-485.20056,1700.3584
12,228.06396,-435.2398,1656.0048
13,19.186787,-840.30524,1764.121
14,249.17499,-791.9872,1707.0693
0,-1.2568932,448.12823,1749.3969
1,57.494663,259.34418,1763.952
2,-68.41266,222.11699,1793.1454
3,183.402,296.57135,1734.7587
4,-82.950165,-49.12773,1808.3971
5,296.62775,2.956421,1704.5616
6,-272.2263,-140.57703,1648.4078
7,335.8816,-249.81985,1589.1116
8,110.31536,79.69211,1762.6694
9,80.79944,-124.30451,1780.4778
10,245.47267,-75.61538,1742.2959
11,30.370083,-483.46332,1699.2671
12,229.15002,-435.77856,1651.999
13,20.270016,-838.1752,1765.2671
14,253.7017,-790.6156,1712.908
0,8.780849,451.9581,1753.3748
1,64.25667,262.0617,1765.9777
2,-62.03466,227.22931,1796.439
3,190.548,296.89407,1735.5164
4,-83.486916,-33.061554,1817.2024
5,300.81104,0.471344,1708.8112
6,-258.93698,-108.75292,1636.6472
7,338.49457,-255.89502,1596.1926
8,113.48338,81.412,1763.4968
9,80.121574,-122.01641,1780.9363
10,245.29861,-76.45896,1741.0957
11,30.897663,-480.80643,1697.3339
12,229.23071,-437.02155,1652.2924
13,18.098461,-834.93176,1766.1006
14,254.27896,-792.29443,1710.878
0,20.72771,454.98376,1756.3745
1,71.122894,263.07187,1767.2712
2,-55.495823,231.108,1799.4116
3,197.74161,295.03574,1735.1309
4,-85.758255,-21.525864,1821.6117
5,305.9032,-0.77453613,1707.9492
6,-248.73767,-85.57866,1621.915
7,340.49033,-264.79324,1604.7717
8,116.07155,81.34901,1763.6235
9,78.20929,-121.27881,1780.9962
10,243.83112,-79.46892,1738.9554
11,30.868114,-479.48822,1693.9131
12,231.99716,-441.0077,1653.6522
13,22.599987,-832.3153,1769.407
14,251.04741,-797.27484,1708.1483
0,32.23129,457.2279,1756.855
1,79.2233,264.603,1767.1941
2,-47.84563,235.13104,1799.9713
3,206.29224,294.07495,1734.4169
4,-90.8808,-12.764511,1825.8114
5,309.4507,-2.8862305,1709.9855
6,-231.88719,-69.50189,1605.9493
7,341.1227,-272.51694,1614.0662
8,120.75819,82.0467,1764.0667
9,79.20186,-119.781494,1782.3724
10,245.38428,-81.237686,1739.506
11,36.86174,-478.56366,1695.1376
12,237.0964,-443.58038,1657.2671
13,24.317495,-831.81506,1768.1593
14,253.45053,-799.8019,1713.2334
0,42.71669,457.86722,1761.0858
1,86.188675,264.31183,1768.6366
2,-41.27744,236.55783,1801.4467
3,213.6548,292.06586,1735.8265
4,-95.94523,-9.884857,1823.8943
5,314.2248,-4.9417114,1710.5012
6,-209.34088,-52.337116,1584.5193
7,341.92197,-277.70096,1621.2593
8,124.87387,81.15137,1763.9917
9,80.21384,-120.156395,1780.8
10,246.9043,-83.861824,1737.8936
11,37.119087,-478.39816,1691.6482
12,238.76332,-445.96622,1654.4789
13,27.897673,-829.99084,1772.4824
14,252.73724,-802.11707,1711.6995
0,52.31202,459.9604,1759.2078
1,93.01936,265.46158,1768.0006
2,-34.805233,239.94093,1801.2313
3,220.84396,290.9822,1734.7699
4,-92.97223,-9.944641,1823.9546
5,318.1109,-9.968994,1711.2535
6,-184.594,-48.99654,1572.9912
7,345.05798,-284.2479,1629.964
8,128.81981,81.68136,1764.5693
9,81.02995,-118.78796,1782.8691
10,248.21056,-85.40975,1739.407
11,37.66241,-478.0138,1697.948
12,239.85374,-447.82642,1657.3237
13,28.858719,-830.20306,1776.5049
14,252.12404,-804.02985,1714.7299
0,60.111805,459.56378,1758.271
1,98.181786,265.21307,1767.865
2,-29.80275,241.5329,1801.8557
3,226.16632,288.89322,1733.8743
4,-79.365814,-8.983704,1820.127
5,320.05432,-13.482452,1712.1351
6,-149.01474,-41.21992,1560.3285
7,347.1371,-288.55536,1636.2399
8,131.55164,80.95085,1765.1423
9,81.229225,-118.7964,1784.6471
10,248.61374,-87.82631,1740.1923
11,38.813892,-477.54626,1697.222
12,239.40874,-450.01233,1657.1572
13,27.33461,-829.3587,1777.2418
14,252.40569,-806.5664,1712.2112
0,70.16229,458.27008,1753.7993
1,105.26751,263.8407,1765.4551
2,-23.027948,242.42856,1799.7675
3,233.56296,285.2528,1731.1427
4,-70.18166,-8.49411,1818.0729
5,321.52527,-15.739136,1714.5673
6,-110.387726,-38.46071,1551.1776
7,348.35056,-291.04813,1640.0038
8,135.80977,79.07679,1764.3544
9,82.45164,-119.689835,1785.6926
10,250.25243,-91.68439,1740.8147
11,39.53659,-478.48944,1698.6531
12,241.54422,-453.76453,1657.2444
13,28.937107,-831.3011,1774.2656
14,254.68585,-810.25757,1712.7288
0,77.95033,456.72498,1751.5498
1,111.29321,261.8199,1764.2266
2,-17.595505,241.67401,1797.0638
3,240.18192,281.96576,1731.3893
4,-52.59649,-18.748047,1797.5303
5,323.75574,-22.370575,1716.7719
6,-77.87868,-46.60827,1525.2644
7,348.80347,-297.16788,1643.0449
8,140.13931,76.763336,1763.9159
9,84.700615,-121.4673,1785.0786
10,253.2702,-95.11913,1742.1318
11,39.72599,-480.00995,1698.0111
12,243.06223,-457.15765,1658.5503
13,31.013367,-832.6692,1774.6732
14,256.9594,-813.54443,1714.5604
0,85.29605,453.49768,1746.9368
1,116.345566,258.01917,1761.8468
2,-12.775742,239.48349,1794.7479
3,245.46687,276.5548,1728.9457
4,-31.798506,-28.87613,1775.7723
5,326.32434,-3.3561096,1721.6553
6,-48.21678,-56.532578,1501.4135
7,349.86966,-274.80637,1649.5026
8,143.30212,72.68202,1763.2239
9,85.82416,-124.77588,1786.1155
10,254.6932,-100.53433,1743.0864
11,40.126328,-483.5632,1700.428
12,242.98901,-462.89288,1661.1194
13,28.284233,-836.2263,1776.6692
14,254.99442,-819.8653,1713.603
0,91.84486,451.9406,1744.1274
1,121.74928,256.53928,1760.6599
2,-7.663204,239.20844,1793.0989
3,251.16176,273.87015,1728.221
4,-7.402736,-39.439453,1760.3887
5,328.53555,2.5808105,1723.8325
6,-20.273531,-60.327164,1486.5698
7,352.3162,-266.2008,1649.176
8,147.23889,70.99909,1763.2214
9,88.10344,-125.87404,1786.9954
10,257.35355,-103.20815,1744.5706
11,42.505253,-485.0913,1703.0713
12,244.83325,-466.05145,1664.9167
13,29.477707,-838.4807,1775.6405
14,257.81927,-823.59125,1713.0156
0,99.255226,449.68155,1743.718
1,127.49019,253.91144,1759.2152
2,-2.2348194,237.58801,1790.937
3,257.21518,270.23486,1727.4934
4,11.796535,-39.723694,1753.1888
5,331.3223,4.711792,1725.6553
6,8.431005,-58.72427,1481.427
7,354.0861,-262.66132,1649.1592
8,151.40527,68.1506,1761.4258
9,90.489075,-128.28464,1784.3802
10,260.15164,-106.93584,1742.8925
11,43.687286,-487.2935,1700.2155
12,246.17519,-470.04974,1664.7247
13,31.860981,-842.0,1766.0006
14,258.64954,-827.7611,1711.8158
0,108.619995,449.52374,1746.5376
1,133.4651,253.80438,1760.2024
2,4.0027924,239.2515,1793.7385
3,262.92743,268.35724,1726.6663
4,24.382807,-41.85382,1755.1031
5,335.76178,6.6257324,1727.6925
6,31.394909,-50.537273,1486.1766
7,357.91162,-259.4556,1648.3066
8,154.57826,67.7093,1760.9517
9,91.01926,-127.90379,1783.6345
10,260.3636,-108.86777,1739.7673
11,44.02562,-487.65515,1702.8729
12,245.64755,-472.62827,1664.8535
13,29.136795,-841.99207,1770.1588
14,255.61316,-830.0675,1714.4893
0,114.25355,450.3152,1743.943
1,138.81633,254.51587,1759.6113
2,9.880985,241.28996,1795.5844
3,267.7517,267.74176,1723.6383
4,34.704967,-34.432877,1755.5675
5,337.63477,6.6887207,1725.9117
6,46.16102,-41.350655,1490.5833
7,360.7108,-259.00122,1646.2588
8,158.52448,68.269646,1761.7739
9,93.90674,-126.626526,1787.4635
10,262.55847,-109.326614,1740.4095
11,49.93448,-486.65845,1706.2646
12,249.5632,-473.90375,1669.3121
13,28.650126,-838.70325,1782.492
14,258.6516,-831.1967,1720.2338
0,122.97853,448.9604,1742.6532
1,147.07637,253.43858,1758.8115
2,19.088669,241.61565,1798.3495
3,275.0641,265.26154,1719.2736
4,37.36376,-32.7191,1754.8055
5,343.24445,5.8468018,1721.8413
6,40.52096,-35.68322,1494.355
7,363.96802,-260.18848,1643.1223
8,165.21877,67.03854,1761.801
9,99.64168,-127.09513,1790.6531
10,267.08063,-111.62786,1738.928
11,54.92794,-487.01004,1709.2926
12,256.46286,-476.7455,1670.2402
13,37.36035,-841.5792,1773.0931
14,262.50732,-834.7334,1716.2225
0,130.2718,448.77002,1742.0101
1,153.5653,253.08725,1758.7167
2,26.976377,242.68674,1802.7365
3,280.15424,263.4878,1714.6969
4,33.203117,-29.866425,1745.9271
5,351.67493,4.3783264,1718.9432
6,25.553062,-31.981123,1494.6793
7,366.49374,-261.34537,1638.2815
8,170.33452,66.57816,1762.8738
9,104.29051,-126.73485,1795.8281
10,269.91696,-113.127014,1738.2336
11,56.94538,-485.4395,1710.8008
12,258.40826,-478.65128,1671.8452
13,41.385788,-840.4862,1773.3833
14,262.34872,-836.98315,1715.4226
0,134.61995,444.73624,1742.1785
1,157.37326,249.26091,1758.0328
2,31.887478,239.59918,1805.3159
3,282.85904,258.92264,1710.7498
4,20.090778,-26.925507,1759.9734
5,357.01828,4.8064423,1715.736
6,10.759182,-29.270628,1514.0609
7,369.1669,-260.84967,1634.4188
8,173.06628,62.63925,1761.5469
9,106.70925,-130.29982,1795.9774
10,270.8094,-117.664986,1734.1444
11,58.91096,-487.32782,1704.5664
12,259.24033,-483.1975,1667.7418
13,39.496708,-842.1079,1767.973
14,260.32745,-840.80963,1716.7863
0,142.83643,444.4491,1742.2697
1,163.17227,249.33983,1757.7928
2,38.584972,241.28487,1807.7264
3,287.75958,257.39478,1707.8593
4,3.5523224,-21.963425,1774.5052
5,359.68112,2.348999,1710.6378
6,-11.167927,-21.021788,1528.1567
7,373.83194,-263.47055,1630.171
8,176.9714,62.589138,1762.0969
9,109.306755,-129.42844,1799.051
10,272.2343,-118.89466,1733.751
11,62.01461,-487.80835,1712.8158
12,262.80417,-485.30847,1672.2311
13,40.41031,-843.1,1772.7362
14,263.87042,-842.70154,1723.08
0,149.72865,444.87854,1743.305
1,168.80489,249.39957,1757.6396
